Date,Open,High,Low,Close,Adj Close,Volume
2004-08-31,4.762500,4.819167,4.758333,4.814167,2.878654,3776400
2004-09-01,4.787500,4.850000,4.741667,4.787500,2.862708,3792000
2004-09-02,4.733333,4.840000,4.733333,4.791667,2.865201,4704000
2004-09-03,4.800000,4.833333,4.795000,4.818333,2.881147,2307600
2004-09-07,4.952500,5.062500,4.862500,4.965000,2.968846,3122400
2004-09-08,4.950000,4.992500,4.907500,4.940000,2.953897,2942400
2004-09-09,4.980000,5.047500,4.927500,4.980000,2.977815,8817200
2004-09-10,4.990000,4.990000,4.895000,4.897500,2.928484,6381200
2004-09-13,4.950000,5.000000,4.920000,4.920000,2.941938,4882400
2004-09-14,4.902500,5.097500,4.887500,5.090000,3.043590,4809600
2004-09-15,5.120000,5.182500,5.052500,5.090000,3.043590,9315600
2004-09-16,5.137500,5.137500,5.047500,5.055000,3.022662,5318400
2004-09-17,5.182500,5.217500,5.125000,5.170000,3.091426,13020000
2004-09-20,5.252500,5.312500,5.175000,5.185000,3.100396,5228800
2004-09-21,5.200000,5.270000,5.142500,5.190000,3.103386,5645200
2004-09-22,5.200000,5.215000,5.102500,5.137500,3.071993,7414400
2004-09-23,5.172500,5.172500,5.027500,5.042500,3.015187,7559600
2004-09-24,5.072500,5.212500,5.050000,5.150000,3.079467,8872800
2004-09-27,5.070000,5.115000,5.005000,5.007500,2.994260,4690800
2004-09-28,5.225000,5.545000,5.125000,5.437500,3.251381,25660000
2004-09-29,5.500000,5.687500,5.425000,5.665000,3.387414,19795200
2004-09-30,5.665000,5.675000,5.592500,5.617500,3.359011,8680400
2004-10-01,5.687500,5.742500,5.675000,5.685000,3.399373,9776400
2004-10-04,5.750000,5.860000,5.737500,5.800000,3.468138,15578800
2004-10-05,5.850000,6.000000,5.825000,5.910000,3.533913,11332400
2004-10-06,5.802500,5.872500,5.800000,5.825000,3.483087,6983200
2004-10-07,5.805000,5.805000,5.630000,5.735000,3.429270,5233600
2004-10-08,5.750000,5.762500,5.595000,5.602500,3.350042,4336800
2004-10-11,5.660000,5.697500,5.560000,5.607500,3.353033,1646000
2004-10-12,5.607500,5.610000,5.250000,5.437500,3.251381,10675200
2004-10-13,5.475000,5.477500,5.070000,5.210000,3.115345,14973200
2004-10-14,5.075000,5.125000,5.060000,5.080000,3.104649,7701600
2004-10-15,5.240000,5.437500,5.240000,5.412500,3.307858,8742800
2004-10-18,5.512500,5.522500,5.302500,5.317500,3.249799,3938800
2004-10-19,5.387500,5.387500,5.092500,5.137500,3.139791,6044000
2004-10-20,5.087500,5.202500,5.087500,5.192500,3.173404,6954800
2004-10-21,5.222500,5.460000,5.202500,5.387500,3.292578,6056400
2004-10-22,5.462500,5.467500,5.322500,5.337500,3.262021,6924000
2004-10-25,5.337500,5.375000,5.255000,5.310000,3.245213,5910400
2004-10-26,5.430000,5.482500,5.345000,5.450000,3.330775,9966000
2004-10-27,5.475000,5.535000,5.385000,5.445000,3.327720,5766400
2004-10-28,5.250000,5.252500,5.125000,5.195000,3.174932,12984000
2004-10-29,5.225000,5.307500,5.212500,5.290000,3.232991,5952800
2004-11-01,5.325000,5.335000,5.257500,5.325000,3.254381,2853200
2004-11-02,5.320000,5.332500,5.227500,5.247500,3.207017,4422000
2004-11-03,5.377500,5.485000,5.320000,5.427500,3.317024,6363600
2004-11-04,5.437500,5.520000,5.425000,5.460000,3.336887,7479600
2004-11-05,5.540000,5.645000,5.510000,5.625000,3.437726,9239200
2004-11-08,5.502500,5.650000,5.500000,5.625000,3.437726,9294000
2004-11-09,5.625000,5.812500,5.617500,5.775000,3.529400,12398400
2004-11-10,5.815000,5.867500,5.725000,5.725000,3.498842,6377600
2004-11-11,5.762500,5.827500,5.680000,5.717500,3.494258,4831600
2004-11-12,5.777500,6.092500,5.775000,6.040000,3.691355,7696800
2004-11-15,6.097500,6.112500,6.025000,6.105000,3.731080,4100400
2004-11-16,6.000000,6.000000,5.770000,5.770000,3.526344,10894000
2004-11-17,5.900000,6.062500,5.850000,6.010000,3.673021,12477200
2004-11-18,6.010000,6.012500,5.820000,5.912500,3.613433,3667600
2004-11-19,5.887500,6.025000,5.825000,6.000000,3.666909,4604800
2004-11-22,6.002500,6.005000,5.857500,5.935000,3.627184,11699200
2004-11-23,5.950000,6.037500,5.932500,5.937500,3.628711,8224400
2004-11-24,5.912500,6.015000,5.907500,6.015000,3.676076,6109600
2004-11-26,6.060000,6.270000,6.047500,6.225000,3.804418,7157600
2004-11-29,6.225000,6.242500,6.100000,6.120000,3.740247,8368800
2004-11-30,6.127500,6.237500,6.127500,6.205000,3.792196,6084800
2004-12-01,6.312500,6.312500,6.137500,6.185000,3.779972,3824000
2004-12-02,6.262500,6.262500,5.985000,6.047500,3.695939,9190000
2004-12-03,6.135000,6.150000,6.082500,6.100000,3.728024,10328400
2004-12-06,6.155000,6.212500,5.962500,5.992500,3.662325,10437200
2004-12-07,5.962500,5.965000,5.887500,5.940000,3.630241,5572400
2004-12-08,5.837500,5.987500,5.832500,5.925000,3.621072,5546400
2004-12-09,5.912500,6.030000,5.850000,6.027500,3.683716,3858400
2004-12-10,6.030000,6.212500,5.955000,6.167500,3.769277,8568400
2004-12-13,6.237500,6.342500,6.230000,6.342500,3.876229,5260800
2004-12-14,6.322500,6.325000,6.215000,6.285000,3.841087,5762000
2004-12-15,6.337500,6.372500,6.247500,6.332500,3.870117,10058400
2004-12-16,6.375000,6.625000,6.375000,6.565000,4.012209,8675600
2004-12-17,6.625000,6.650000,6.475000,6.617500,4.044295,7415200
2004-12-20,6.615000,6.715000,6.575000,6.675000,4.079435,7014800
2004-12-21,6.787500,6.982500,6.742500,6.952500,4.249031,10699200
2004-12-22,6.925000,7.062500,6.912500,7.017500,4.288754,10605600
2004-12-23,7.025000,7.047500,6.895000,6.952500,4.249031,5131200
2004-12-27,7.050000,7.050000,6.895000,6.965000,4.256670,3016800
2004-12-28,6.982500,7.255000,6.955000,7.247500,4.429321,4461200
2004-12-29,7.250000,7.250000,7.162500,7.237500,4.423209,3854000
2004-12-30,7.240000,7.240000,7.100000,7.152500,4.371262,4279600
2004-12-31,7.155000,7.312500,7.115000,7.252500,4.432377,2328800
2005-01-03,7.287500,7.292500,6.935000,7.000000,4.278060,7932800
2005-01-04,6.952500,6.962500,6.622500,6.670000,4.076381,11647600
2005-01-05,6.670000,6.710000,6.500000,6.512500,3.980125,11262000
2005-01-06,6.550000,6.592500,6.357500,6.512500,3.980125,10172800
2005-01-07,6.747500,6.812500,6.562500,6.670000,4.076381,13410400
2005-01-10,6.750000,6.782500,6.612500,6.620000,4.045822,5614400
2005-01-11,6.620000,6.637500,6.505000,6.572500,4.016793,5912400
2005-01-12,6.672500,6.687500,6.410000,6.667500,4.074853,11988400
2005-01-13,6.750000,6.970000,6.650000,6.852500,4.187916,9980000
2005-01-14,6.962500,7.325000,6.947500,7.257500,4.435431,13966000
2005-01-18,7.250000,7.287500,7.165000,7.245000,4.427792,8870000
2005-01-19,7.190000,7.232500,7.087500,7.092500,4.334591,7323200
2005-01-20,7.000000,7.187500,6.812500,6.995000,4.275005,8262400
2005-01-21,7.237500,7.637500,7.227500,7.422500,4.536272,24743200
2005-01-24,7.575000,7.785000,7.575000,7.625000,4.660030,14048400
2005-01-25,7.762500,7.775000,7.477500,7.480000,4.571413,9486000
2005-01-26,7.637500,7.722500,7.512500,7.672500,4.689060,10521600
2005-01-27,7.585000,7.597500,7.455000,7.575000,4.629472,9766000
2005-01-28,7.505000,7.520000,7.450000,7.480000,4.571413,4389200
2005-01-31,7.620000,7.772500,7.482500,7.562500,4.621833,6846400
2005-02-01,7.565000,7.747500,7.565000,7.662500,4.682948,9588400
2005-02-02,7.712500,7.712500,7.565000,7.587500,4.637112,6449200
2005-02-03,7.562500,7.567500,7.400000,7.465000,4.562246,7775600
2005-02-04,7.512500,7.545000,7.322500,7.422500,4.536272,10649600
2005-02-07,7.475000,7.527500,7.447500,7.495000,4.580581,5567200
2005-02-08,7.537500,7.555000,7.457500,7.500000,4.583637,3424800
2005-02-09,7.475000,7.537500,7.297500,7.337500,4.484324,10168000
2005-02-10,7.387500,7.397500,7.197500,7.275000,4.446127,12990000
2005-02-11,7.337500,7.367500,7.250000,7.250000,4.430849,11805200
2005-02-14,7.325000,7.522500,7.287500,7.497500,4.582108,6762400
2005-02-15,7.550000,7.672500,7.530000,7.617500,4.655447,6379600
2005-02-16,7.550000,7.622500,7.547500,7.595000,4.641694,8313200
2005-02-17,7.675000,7.875000,7.620000,7.807500,4.771564,12158800
2005-02-18,7.850000,8.020000,7.812500,7.997500,4.887684,13200400
2005-02-22,8.575000,8.755000,8.305000,8.352500,5.104643,25673600
2005-02-23,8.622500,8.800000,8.587500,8.725000,5.332297,19398000
2005-02-24,9.000000,9.140000,8.875000,9.137500,5.584395,17227200
2005-02-25,9.087500,9.112500,8.727500,8.892500,5.434664,20283200
2005-02-28,9.000000,9.090000,8.662500,8.750000,5.347575,34404000
2005-03-01,8.752500,8.765000,8.372500,8.377500,5.119921,14524400
2005-03-02,8.250000,8.600000,8.235000,8.522500,5.208538,13755600
2005-03-03,8.845000,8.875000,8.575000,8.667500,5.297156,15214400
2005-03-04,8.750000,9.025000,8.750000,9.025000,5.515641,20829200
2005-03-07,9.150000,9.152500,8.802500,8.837500,5.401052,11015600
2005-03-08,8.837500,8.837500,8.502500,8.640000,5.280350,11281200
2005-03-09,8.687500,8.712500,8.527500,8.565000,5.234513,9818000
2005-03-10,8.375000,8.412500,8.097500,8.290000,5.066445,18725200
2005-03-11,8.350000,8.567500,8.282500,8.342500,5.098531,10517600
2005-03-14,8.337500,8.337500,7.945000,8.127500,4.967134,9902000
2005-03-15,8.137500,8.242500,7.907500,8.027500,4.906020,11854000
2005-03-16,8.005000,8.020000,7.850000,7.977500,4.875460,11971600
2005-03-17,7.950000,8.447500,7.900000,8.420000,5.145896,12779600
2005-03-18,8.425000,8.487500,8.262500,8.410000,5.139784,12030000
2005-03-21,8.475000,8.487500,8.205000,8.250000,5.042000,10408000
2005-03-22,8.157500,8.435000,8.080000,8.175000,4.996164,14277600
2005-03-23,8.237500,8.237500,7.582500,7.640000,4.669198,19662400
2005-03-24,7.775000,8.027500,7.770000,7.900000,4.828097,22084800
2005-03-28,7.907500,7.982500,7.650000,7.732500,4.725729,8722000
2005-03-29,7.817500,7.870000,7.395000,7.402500,4.524050,18598400
2005-03-30,7.500000,7.750000,7.477500,7.710000,4.711978,14418800
2005-03-31,8.062500,8.075000,7.817500,7.902500,4.829626,9696000
2005-04-01,8.237500,8.250000,7.912500,8.000000,4.889213,11469600
2005-04-04,7.827500,7.850000,7.712500,7.750000,4.736423,8190400
2005-04-05,7.850000,7.972500,7.662500,7.700000,4.705866,8335200
2005-04-06,7.762500,7.870000,7.685000,7.697500,4.704338,8156800
2005-04-07,7.725000,7.875000,7.652500,7.867500,4.808236,7915200
2005-04-08,7.875000,7.967500,7.787500,7.875000,4.812818,7700800
2005-04-11,7.812500,7.887500,7.752500,7.805000,4.770037,4997200
2005-04-12,7.787500,7.800000,7.545000,7.675000,4.690588,13349200
2005-04-13,7.675000,7.687500,7.320000,7.352500,4.493491,18125600
2005-04-14,7.350000,7.350000,6.900000,6.952500,4.249031,24384000
