Date,Open,High,Low,Close,Adj Close,Volume
2004-12-15,11.640000,11.737500,11.487500,11.725000,8.249879,70921600
2004-12-16,11.650000,11.950000,11.648800,11.950000,8.408192,62121600
2004-12-17,11.962500,12.025000,11.787500,11.840000,8.330795,27123200
2004-12-20,11.850000,11.936200,11.777500,11.825000,8.320241,69881600
2004-12-21,11.810000,12.122500,11.810000,12.076300,8.497061,38566400
2004-12-22,12.100000,12.156200,11.893800,11.912500,8.381808,37372800
2004-12-23,12.081300,12.112500,11.851200,12.081300,8.500579,32531200
2004-12-24,null,null,null,null,null,null
2004-12-27,12.000000,12.150000,11.975000,12.095000,8.510219,74985600
2004-12-28,12.062500,12.125000,11.893800,12.112500,8.522530,15184000
2004-12-29,12.125000,12.235000,12.125000,12.235000,8.608723,17363200
2004-12-30,12.233800,12.243700,12.140000,12.143800,8.544554,11993600
2004-12-31,null,null,null,null,null,null
2005-01-03,12.187500,12.237500,11.773800,11.775000,8.285059,30044800
2005-01-04,11.873700,11.950000,11.625000,11.635000,8.186556,37667200
2005-01-05,11.662500,11.772500,11.475000,11.590000,8.154891,30873600
2005-01-06,11.652500,11.687500,11.487500,11.625000,8.179521,28224000
2005-01-07,11.648800,11.787500,11.563800,11.676300,8.215614,25980800
2005-01-10,11.750000,11.806200,11.470000,11.525000,8.109157,34800000
2005-01-11,11.562500,11.747500,11.475000,11.650000,8.197109,27888000
2005-01-12,11.663700,11.747500,11.358800,11.587500,8.153132,34035200
2005-01-13,11.661300,11.725000,11.550000,11.701300,8.233204,54348800
2005-01-14,11.700000,11.787500,11.587500,11.762500,8.276264,44460800
2005-01-17,11.750000,11.843800,11.686200,11.687500,8.223494,35737600
2005-01-18,11.571200,11.632500,11.476200,11.562500,8.135542,27420800
2005-01-19,11.593800,11.656200,11.526200,11.631300,8.183952,44195200
2005-01-20,11.562500,11.562500,11.331300,11.368700,7.999181,29532800
2005-01-21,11.412500,11.512500,11.288700,11.387500,8.012410,25958400
2005-01-24,11.537500,11.616300,11.375000,11.536300,8.117106,14412800
2005-01-26,11.662500,11.811200,11.662500,11.775000,8.285059,34812800
2005-01-27,11.735000,11.862500,11.631300,11.750000,8.267469,39171200
2005-01-28,11.725000,11.737500,11.537500,11.600000,8.161929,27833600
2005-01-31,11.675000,11.737500,11.612500,11.662500,8.205905,13459200
2005-02-01,11.786300,11.800000,11.662500,11.725000,8.249879,39702400
2005-02-02,11.750000,11.937500,11.725000,11.900000,8.373012,31520000
2005-02-03,11.912500,12.025000,11.818800,12.025000,8.460964,31756800
2005-02-04,11.612500,12.237500,11.545000,12.162500,8.557713,87180800
2005-02-09,12.793700,12.937500,12.501300,12.701300,8.936819,69043200
2005-02-10,12.525000,12.662500,12.443800,12.643800,8.896361,31232000
2005-02-11,12.625000,12.983800,12.625000,12.848800,9.040603,50934400
2005-02-14,12.763800,12.812500,12.690000,12.731200,8.957857,29689600
2005-02-15,12.553800,12.712500,12.512500,12.631300,8.887566,44016000
2005-02-16,12.668700,12.820000,12.543700,12.812500,9.015062,90828800
2005-02-17,12.882500,13.053800,12.837500,12.837500,9.032650,56451200
2005-02-18,12.875000,12.887500,12.701300,12.837500,9.032650,28630400
2005-02-21,12.868700,13.025000,12.850000,13.000000,9.146988,41516800
2005-02-22,13.050000,13.350000,12.962500,13.100000,9.217351,45587200
2005-02-23,13.250000,13.386200,13.187500,13.375000,9.410844,47603200
2005-02-24,13.561200,13.847500,13.561200,13.825000,9.727470,48985600
2005-02-25,13.786300,14.200000,13.725000,14.131300,9.942988,51731200
2005-02-28,14.000000,14.181200,13.515000,13.902500,9.782002,51948800
2005-03-01,13.677500,13.678800,13.238800,13.332500,9.380939,57830400
2005-03-02,13.320000,13.762500,13.211300,13.712500,9.648314,48012800
2005-03-03,13.923700,14.200000,13.900000,14.187500,9.982531,58182400
2005-03-04,14.265000,14.487500,14.265000,14.412500,10.140844,33872000
2005-03-07,14.437500,14.612500,14.212500,14.468800,10.180459,26403200
2005-03-08,14.343800,14.343800,14.212500,14.300000,10.061687,31289600
2005-03-09,14.177500,14.481200,14.000000,14.050000,9.885783,28793600
2005-03-10,14.062500,14.150000,13.587500,13.675000,9.621927,38848000
2005-03-11,13.798700,13.875000,13.400000,13.450000,9.463614,34470400
2005-03-14,13.350000,13.542500,13.125000,13.350000,9.393251,42329600
2005-03-15,13.412500,13.487500,12.987500,13.000000,9.146988,47305600
2005-03-16,13.287500,13.300000,12.750000,13.275000,9.340483,50121600
2005-03-17,13.050000,13.461300,13.050000,13.411300,9.436386,34576000
2005-03-18,13.411300,13.447500,13.075000,13.225000,9.305301,30771200
2005-03-21,13.255000,13.287500,13.118700,13.212500,9.296507,49056000
2005-03-22,13.251300,13.312500,12.750000,12.851200,9.042291,50352000
2005-03-23,12.900000,12.912500,12.625000,12.662500,8.909519,49484800
2005-03-24,12.876300,12.950000,12.676300,12.825000,9.023855,22313600
2005-03-28,12.775000,12.823700,12.593800,12.593800,8.861178,20028800
2005-03-29,12.675000,12.843800,12.325000,12.400000,8.724819,31603200
2005-03-30,12.462500,12.712500,12.352500,12.675000,8.918313,34438400
2005-03-31,12.798700,12.975000,12.687500,12.893800,9.072263,33139200
2005-04-01,12.993700,13.100000,12.812500,12.987500,9.615313,40569600
2005-04-04,13.000000,13.220000,12.875000,12.987500,9.615313,30665600
2005-04-05,13.000000,13.150000,12.625000,12.663700,9.375587,29100800
2005-04-06,12.750000,12.873700,12.500000,12.650000,9.365443,35568000
2005-04-07,12.836300,12.836300,12.450000,12.680000,9.387653,33475200
2005-04-08,12.750000,12.750000,12.462500,12.500000,9.254390,20259200
2005-04-11,12.498700,12.656200,12.441200,12.562500,9.300664,22297600
